Time [s], Analyzer Name, Decoded Protocol Result
0.029888320000000,SPI,MOSI: '144';  MISO: '136'
0.029892860000000,SPI,MOSI: '133';  MISO: }
0.029898820000000,SPI,MOSI: a;  MISO: '3'
0.029903360000000,SPI,MOSI: @;  MISO: '0'
0.029907900000000,SPI,MOSI: '0';  MISO: '0'
0.029912440000000,SPI,MOSI: '0';  MISO: '0'
0.029916980000000,SPI,MOSI: '0';  MISO: '0'
0.029921520000000,SPI,MOSI: '0';  MISO: '0'
0.029926040000000,SPI,MOSI: '0';  MISO: '0'
0.029930580000000,SPI,MOSI: '1';  MISO: '1'
0.049842480000000,SPI,MOSI: '135';  MISO: }
0.049846160000000,SPI,MOSI: '226';  MISO: '229'
0.049850700000000,SPI,MOSI: '192';  MISO: ' '
0.049855220000000,SPI,MOSI: '0';  MISO: '0'
0.049880100000000,SPI,MOSI: '129';  MISO: }
0.049883800000000,SPI,MOSI: '12';  MISO: '0'
0.049916320000000,SPI,MOSI: '184';  MISO: }
0.049920020000000,SPI,MOSI: '5';  MISO: '5'
0.049924560000000,SPI,MOSI: '0';  MISO: '0'
0.049929080000000,SPI,MOSI: '0';  MISO: '0'
0.049933620000000,SPI,MOSI: '0';  MISO: '0'
0.049938140000000,SPI,MOSI: '4';  MISO: '4'
0.049949220000000,SPI,MOSI: '128';  MISO: }
0.049952900000000,SPI,MOSI: };  MISO: }
0.049957420000000,SPI,MOSI: (;  MISO: }
0.049961940000000,SPI,MOSI: '12';  MISO: }
0.049966460000000,SPI,MOSI: '2';  MISO: }
0.050589500000000,SPI,MOSI: '135';  MISO: '179'
0.050593200000000,SPI,MOSI: '229';  MISO: '226'
0.050597740000000,SPI,MOSI: ' ';  MISO: '192'
0.050608220000000,SPI,MOSI: '174';  MISO: '179'
0.050611920000000,SPI,MOSI: '136';  MISO: '144'
0.050616440000000,SPI,MOSI: };  MISO: '133'
0.050620980000000,SPI,MOSI: (;  MISO: '133'
0.050625500000000,SPI,MOSI: '12';  MISO: '133'
0.050630040000000,SPI,MOSI: '0';  MISO: '0'
0.050634560000000,SPI,MOSI: '0';  MISO: '0'
0.050639100000000,SPI,MOSI: '0';  MISO: '0'
0.050643620000000,SPI,MOSI: '0';  MISO: '0'
0.050648160000000,SPI,MOSI: '0';  MISO: '0'
0.050652680000000,SPI,MOSI: '0';  MISO: '0'
0.050657220000000,SPI,MOSI: '7';  MISO: '5'
0.050683080000000,SPI,MOSI: '129';  MISO: '0'
0.050686780000000,SPI,MOSI: '144';  MISO: '12'
0.050697280000000,SPI,MOSI: '137';  MISO: }
0.050700980000000,SPI,MOSI: '0';  MISO: '0'
0.050711460000000,SPI,MOSI: '165';  MISO: }
0.050715160000000,SPI,MOSI: '134';  MISO: '6'
0.059815460000000,SPI,MOSI: '129';  MISO: }
0.059819160000000,SPI,MOSI: '0';  MISO: '144'
0.059823700000000,SPI,MOSI: '0';  MISO: '0'
0.059828220000000,SPI,MOSI: '0';  MISO: '0'
0.059832740000000,SPI,MOSI: '210';  MISO: '210'
0.059837280000000,SPI,MOSI: '14';  MISO: '14'
0.059841800000000,SPI,MOSI: E;  MISO: E
0.059846340000000,SPI,MOSI: '226';  MISO: '229'
0.059850860000000,SPI,MOSI: '192';  MISO: ' '
0.059855400000000,SPI,MOSI: '0';  MISO: '0'
0.059865880000000,SPI,MOSI: '165';  MISO: }
0.059869580000000,SPI,MOSI: '6';  MISO: '134'
0.059880060000000,SPI,MOSI: '174';  MISO: }
0.059884000000000,SPI,MOSI: !;  MISO: '16'
0.059893060000000,SPI,MOSI: '11';  MISO: P
0.059898780000000,SPI,MOSI: @;  MISO: '0'
0.059903320000000,SPI,MOSI: '0';  MISO: '0'
0.059907840000000,SPI,MOSI: '0';  MISO: '0'
0.059912380000000,SPI,MOSI: '0';  MISO: '0'
0.059916900000000,SPI,MOSI: '0';  MISO: '0'
0.059921440000000,SPI,MOSI: '0';  MISO: '0'
0.059925960000000,SPI,MOSI: '1';  MISO: '1'
0.559837640000000,SPI,MOSI: '135';  MISO: }
0.559841320000000,SPI,MOSI: '227';  MISO: '229'
0.559845860000000,SPI,MOSI: @;  MISO: ' '
0.559850380000000,SPI,MOSI: '0';  MISO: '0'
